timestamp,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gps_lat,gps_lon,vehicle_speed,heading
2020-01-08T10:15:46.700000,-0.02157499648,0.043839998464,-0.01667499008,-1.1170002432000001,-32.13749952,31.66750016,52.554695,-1.463064,0.025500032,0.0
2020-01-08T10:15:46.800000,-0.010809974015999998,0.038919987712,-0.002359995136,-1.32749952,-31.5555002368,31.9445002752,52.554695,-1.463064,0.07295002111999999,0.0
2020-01-08T10:15:46.900000,0.018749978879999997,0.022539999744,-0.0038650339840000008,-0.7455002368,-31.8895000832,32.2829998848,52.554695,-1.463064,0.08794994431999989,0.0
2020-01-08T10:15:47.000000,-0.006527262689446342,0.022245454710009077,-0.04607574698941609,-1.0509090579981848,-31.97121201699425,32.13,52.554695,-1.463064,0.020060628001210095,0.0
2020-01-08T10:15:47.100000,0.008968316811606692,0.023656436376355724,-0.024678214639660762,-0.9603960145083656,-31.681683087007105,32.06029698553473,52.554695,-1.463064,0.052257424638368084,0.0
2020-01-08T10:15:47.200000,0.004554981888,0.026634986496,-0.00040001024000000003,-0.7965001984,-31.07500032,31.7365001984,52.554695,-1.463064,0.04630001408,0.0
2020-01-08T10:15:47.300000,-0.01649998913940096,0.008290907609918312,-0.012181811599636947,-1.06,-31.546969867009377,31.962121074992435,52.554695,-1.463064,0.05848482489869906,0.0
2020-01-08T10:15:47.400000,-9.902897364212453e-07,0.010752478258996126,-0.0024118814491129975,-1.0695049565179924,-31.67217813048911,31.77059407245565,52.554695,-1.463064,0.023108911593765744,0.0
2020-01-08T10:15:47.500000,-0.003039399150287418,0.035909090579981845,-0.008281831510735185,-1.0821210749924364,-31.1187885260357,31.889090942001815,52.554695,-1.463064,0.027333327299667115,0.0
2020-01-08T10:15:47.600000,-0.012684311737334291,0.027619617606754375,-0.02384902594632038,-0.87,-31.934902193063913,31.900784362937273,52.554695,-1.463064,0.02819606563630979,0.0
2020-01-08T10:15:47.700000,-0.022189891859184213,-0.008868725272679318,0.0030171737545187966,-0.9322217740058647,-31.027676136099174,31.646161931950413,52.554695,-1.463064,0.08045456379066918,0.0
2020-01-08T10:15:47.800000,-0.023414979584,0.018309977855999998,0.003070007552,-1.2544997632000001,-31.5690000384,31.45500032,52.554695,-1.463064,0.058549972480000004,0.0
2020-01-08T10:15:47.900000,0.0035960390945198226,-0.010877226631113904,0.010575235152624256,-0.9771288948143492,-31.630396090548018,31.83247501463763,52.554695,-1.463064,0.03001984127989942,0.0
2020-01-08T10:15:48.000000,0.004371439318936399,-0.005985685961553029,-0.006600021159156037,-1.1442853560354533,-31.698571495743355,31.47142787731869,52.554695,-1.463064,0.07642857478716762,0.0
2020-01-08T10:15:48.100000,0.012552475217410038,0.012214849276736174,-0.018902967827623178,-0.8303960145083656,-31.710396014508365,30.99861389852762,52.554695,-1.463064,0.06759405217840929,0.0
2020-01-08T10:15:48.200000,0.007979981568,0.001050031360000001,-0.0008550113280000001,-0.6395000832,-31.5555002368,31.42250048,52.554695,-1.463064,0.012400023039999914,0.0
